Suburb,Offence,Alcohol,2014,2015,2016,2017,2018
Queanbeyan East,Non-domestic violence related assault ,Not Alcohol Related ,9,10,13,6,12
Queanbeyan East,Offensive conduct ,Alcohol Related ,1,1,1,0,0
Queanbeyan East,Offensive conduct ,Not Alcohol Related ,0,0,1,0,0
Queanbeyan East,Offensive language ,Alcohol Related ,0,0,0,0,0
Queanbeyan East,Offensive language ,Not Alcohol Related ,1,1,2,0,0
Queanbeyan West,Domestic violence related assault ,Alcohol Related ,3,4,6,4,4
Queanbeyan West,Domestic violence related assault ,Not Alcohol Related ,4,6,8,13,8
Queanbeyan West,Non-domestic violence related assault ,Alcohol Related ,12,2,0,0,1
Queanbeyan West,Non-domestic violence related assault ,Not Alcohol Related ,3,6,3,5,2
Queanbeyan West,Offensive conduct ,Alcohol Related ,0,1,0,0,0
Queanbeyan West,Offensive conduct ,Not Alcohol Related ,0,1,0,1,0
Queanbeyan West,Offensive language ,Alcohol Related ,0,0,0,0,0
Queanbeyan West,Offensive language ,Not Alcohol Related ,1,0,3,0,0
Queens Park,Domestic violence related assault ,Alcohol Related ,0,8,1,0,4
Queens Park,Domestic violence related assault ,Not Alcohol Related ,2,3,2,3,1
Queens Park,Non-domestic violence related assault ,Alcohol Related ,0,6,6,2,3
Queens Park,Non-domestic violence related assault ,Not Alcohol Related ,2,1,1,2,3
Queens Park,Offensive conduct ,Alcohol Related ,0,1,0,1,1
Queens Park,Offensive conduct ,Not Alcohol Related ,0,0,1,0,0
Queens Park,Offensive language ,Alcohol Related ,1,0,0,1,0
Queens Park,Offensive language ,Not Alcohol Related ,1,0,0,0,2
Queenscliff,Domestic violence related assault ,Alcohol Related ,0,3,0,0,3
Queenscliff,Domestic violence related assault ,Not Alcohol Related ,0,0,3,2,0
Queenscliff,Non-domestic violence related assault ,Alcohol Related ,3,3,0,1,3
Queenscliff,Non-domestic violence related assault ,Not Alcohol Related ,2,1,2,0,1
Queenscliff,Offensive conduct ,Alcohol Related ,2,0,0,0,0
Queenscliff,Offensive conduct ,Not Alcohol Related ,1,0,0,1,0
Queenscliff,Offensive language ,Alcohol Related ,0,1,0,0,0
Queenscliff,Offensive language ,Not Alcohol Related ,0,0,1,0,0
Quialigo,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Quialigo,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Quialigo,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Quialigo,Non-domestic violence related assault ,Not Alcohol Related ,1,0,0,0,0
Quialigo,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Quialigo,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Quialigo,Offensive language ,Alcohol Related ,0,0,0,0,0
Quialigo,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Quipolly,Domestic violence related assault ,Alcohol Related ,0,0,0,1,0
Quipolly,Domestic violence related assault ,Not Alcohol Related ,0,0,2,0,1
Quipolly,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Quipolly,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Quipolly,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Quipolly,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Quipolly,Offensive language ,Alcohol Related ,0,0,0,0,0
Quipolly,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Quirindi,Domestic violence related assault ,Alcohol Related ,16,13,13,11,7
Quirindi,Domestic violence related assault ,Not Alcohol Related ,9,10,19,12,19
Quirindi,Non-domestic violence related assault ,Alcohol Related ,6,6,13,10,5
Quirindi,Non-domestic violence related assault ,Not Alcohol Related ,5,7,21,16,10
Quirindi,Offensive conduct ,Alcohol Related ,3,4,4,1,5
Quirindi,Offensive conduct ,Not Alcohol Related ,1,4,5,6,3
Quirindi,Offensive language ,Alcohol Related ,2,11,2,4,2
Quirindi,Offensive language ,Not Alcohol Related ,1,9,4,3,0
Quorrobolong,Domestic violence related assault ,Alcohol Related ,1,0,0,0,1
Quorrobolong,Domestic violence related assault ,Not Alcohol Related ,0,2,1,0,0
Quorrobolong,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Quorrobolong,Non-domestic violence related assault ,Not Alcohol Related ,0,1,1,1,1
Quorrobolong,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Quorrobolong,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Quorrobolong,Offensive language ,Alcohol Related ,0,0,0,0,0
Quorrobolong,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Raby,Domestic violence related assault ,Alcohol Related ,7,3,3,4,9
Raby,Domestic violence related assault ,Not Alcohol Related ,12,14,14,10,13
Raby,Non-domestic violence related assault ,Alcohol Related ,8,3,2,2,3
Raby,Non-domestic violence related assault ,Not Alcohol Related ,5,7,8,6,7
Raby,Offensive conduct ,Alcohol Related ,1,1,0,0,0
Raby,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Raby,Offensive language ,Alcohol Related ,1,0,0,0,0
Raby,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Raglan,Domestic violence related assault ,Alcohol Related ,0,0,0,0,1
Raglan,Domestic violence related assault ,Not Alcohol Related ,1,0,3,2,0
Raglan,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Raglan,Non-domestic violence related assault ,Not Alcohol Related ,0,2,1,5,6
Raglan,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Raglan,Offensive conduct ,Not Alcohol Related ,0,1,0,1,0
Raglan,Offensive language ,Alcohol Related ,0,0,0,0,0
Raglan,Offensive language ,Not Alcohol Related ,0,1,0,0,0
Rainbow Flat,Domestic violence related assault ,Alcohol Related ,1,0,0,0,1
Rainbow Flat,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,2
Rainbow Flat,Non-domestic violence related assault ,Alcohol Related ,0,0,1,0,0
Rainbow Flat,Non-domestic violence related assault ,Not Alcohol Related ,0,1,0,3,1
Rainbow Flat,Offensive conduct ,Alcohol Related ,0,1,0,0,0
Rainbow Flat,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Rainbow Flat,Offensive language ,Alcohol Related ,0,0,0,0,0
Rainbow Flat,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Rainbow Reach,Domestic violence related assault ,Alcohol Related ,0,0,0,1,0
Rainbow Reach,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Rainbow Reach,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Rainbow Reach,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Rainbow Reach,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Rainbow Reach,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Rainbow Reach,Offensive language ,Alcohol Related ,0,0,0,0,0
Rainbow Reach,Offensive language ,Not Alcohol Related ,0,0,0,1,0
Raleigh,Domestic violence related assault ,Alcohol Related ,3,0,2,1,1
Raleigh,Domestic violence related assault ,Not Alcohol Related ,1,2,5,8,2
Raleigh,Non-domestic violence related assault ,Alcohol Related ,1,2,0,0,1
Raleigh,Non-domestic violence related assault ,Not Alcohol Related ,0,1,1,3,0
Raleigh,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Raleigh,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Raleigh,Offensive language ,Alcohol Related ,0,0,0,0,0
Raleigh,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Ramornie,Domestic violence related assault ,Alcohol Related ,2,0,0,0,0
Ramornie,Domestic violence related assault ,Not Alcohol Related ,2,2,0,2,0
Ramornie,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Ramornie,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Ramornie,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Ramornie,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Ramornie,Offensive language ,Alcohol Related ,0,0,0,0,0
Ramornie,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Ramsgate,Domestic violence related assault ,Alcohol Related ,0,3,1,2,1
Ramsgate,Domestic violence related assault ,Not Alcohol Related ,7,4,3,6,3
Ramsgate,Non-domestic violence related assault ,Alcohol Related ,4,4,0,4,0
Ramsgate,Non-domestic violence related assault ,Not Alcohol Related ,4,2,5,1,1
Ramsgate,Offensive conduct ,Alcohol Related ,0,0,0,2,0
Ramsgate,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Ramsgate,Offensive language ,Alcohol Related ,0,4,0,0,0
Ramsgate,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Ramsgate Beach,Domestic violence related assault ,Alcohol Related ,2,2,1,0,3
Ramsgate Beach,Domestic violence related assault ,Not Alcohol Related ,6,8,2,3,1
Ramsgate Beach,Non-domestic violence related assault ,Alcohol Related ,0,1,0,1,2
Ramsgate Beach,Non-domestic violence related assault ,Not Alcohol Related ,1,2,1,4,7
Ramsgate Beach,Offensive conduct ,Alcohol Related ,1,0,0,0,0
Ramsgate Beach,Offensive conduct ,Not Alcohol Related ,0,0,0,0,1
Ramsgate Beach,Offensive language ,Alcohol Related ,1,0,0,0,0
Ramsgate Beach,Offensive language ,Not Alcohol Related ,0,1,1,0,0
Rand,Domestic violence related assault ,Alcohol Related ,0,0,0,0,1
Rand,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,1
Rand,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,1
Rand,Non-domestic violence related assault ,Not Alcohol Related ,1,0,0,0,0
Rand,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Rand,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Rand,Offensive language ,Alcohol Related ,0,0,0,0,0
Rand,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Randwick,Domestic violence related assault ,Alcohol Related ,13,15,28,22,10
Randwick,Domestic violence related assault ,Not Alcohol Related ,32,30,35,40,32
Randwick,Non-domestic violence related assault ,Alcohol Related ,30,50,33,37,34
Randwick,Non-domestic violence related assault ,Not Alcohol Related ,39,54,59,112,117
Randwick,Offensive conduct ,Alcohol Related ,13,14,12,28,13
Randwick,Offensive conduct ,Not Alcohol Related ,3,1,5,0,2
Randwick,Offensive language ,Alcohol Related ,8,10,8,14,7
Randwick,Offensive language ,Not Alcohol Related ,1,3,2,0,0
Rankin Park,Domestic violence related assault ,Alcohol Related ,1,1,1,1,1
Rankin Park,Domestic violence related assault ,Not Alcohol Related ,1,0,3,9,4
Rankin Park,Non-domestic violence related assault ,Alcohol Related ,1,0,0,0,0
Rankin Park,Non-domestic violence related assault ,Not Alcohol Related ,0,0,1,0,1
Rankin Park,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Rankin Park,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Rankin Park,Offensive language ,Alcohol Related ,0,0,0,0,0
Rankin Park,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Rankins Springs,Domestic violence related assault ,Alcohol Related ,4,1,0,0,0
Rankins Springs,Domestic violence related assault ,Not Alcohol Related ,1,0,0,1,2
Rankins Springs,Non-domestic violence related assault ,Alcohol Related ,0,0,1,0,0
Rankins Springs,Non-domestic violence related assault ,Not Alcohol Related ,1,0,0,1,1
Rankins Springs,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Rankins Springs,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Rankins Springs,Offensive language ,Alcohol Related ,0,0,0,0,0
Rankins Springs,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Rappville,Domestic violence related assault ,Alcohol Related ,0,0,2,2,0
Rappville,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Rappville,Non-domestic violence related assault ,Alcohol Related ,0,0,1,2,1
Rappville,Non-domestic violence related assault ,Not Alcohol Related ,0,1,0,0,0
Rappville,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Rappville,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Rappville,Offensive language ,Alcohol Related ,0,0,0,0,0
Rappville,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Rathmines,Domestic violence related assault ,Alcohol Related ,3,1,2,1,4
Rathmines,Domestic violence related assault ,Not Alcohol Related ,1,2,3,6,5
Rathmines,Non-domestic violence related assault ,Alcohol Related ,0,0,0,1,0
Rathmines,Non-domestic violence related assault ,Not Alcohol Related ,1,0,3,1,4
Rathmines,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Rathmines,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Rathmines,Offensive language ,Alcohol Related ,0,0,0,1,0
Rathmines,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Ravenswood,Domestic violence related assault ,Alcohol Related ,5,2,5,3,3
Ravenswood,Domestic violence related assault ,Not Alcohol Related ,6,9,4,3,3
Ravenswood,Non-domestic violence related assault ,Alcohol Related ,2,4,4,5,0
Ravenswood,Non-domestic violence related assault ,Not Alcohol Related ,4,3,3,3,6
Ravenswood,Offensive conduct ,Alcohol Related ,2,4,1,3,0
Ravenswood,Offensive conduct ,Not Alcohol Related ,0,0,1,0,0
Ravenswood,Offensive language ,Alcohol Related ,0,0,0,0,0
Ravenswood,Offensive language ,Not Alcohol Related ,0,1,0,0,0
Ravensworth,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Ravensworth,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Ravensworth,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Ravensworth,Non-domestic violence related assault ,Not Alcohol Related ,0,1,0,0,0
Ravensworth,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Ravensworth,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Ravensworth,Offensive language ,Alcohol Related ,0,0,0,0,0
Ravensworth,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Rawdon Island,Domestic violence related assault ,Alcohol Related ,0,0,1,0,0
Rawdon Island,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Rawdon Island,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Rawdon Island,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,1
Rawdon Island,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Rawdon Island,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Rawdon Island,Offensive language ,Alcohol Related ,0,0,0,0,0
Rawdon Island,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Raworth,Domestic violence related assault ,Alcohol Related ,1,0,0,1,1
Raworth,Domestic violence related assault ,Not Alcohol Related ,0,3,2,3,2
Raworth,Non-domestic violence related assault ,Alcohol Related ,0,2,1,1,0
Raworth,Non-domestic violence related assault ,Not Alcohol Related ,4,0,0,1,1
Raworth,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Raworth,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Raworth,Offensive language ,Alcohol Related ,0,0,0,0,0
Raworth,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Rawsonville,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Rawsonville,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Rawsonville,Non-domestic violence related assault ,Alcohol Related ,0,0,0,1,0
Rawsonville,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Rawsonville,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Rawsonville,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Rawsonville,Offensive language ,Alcohol Related ,0,0,0,0,0
Rawsonville,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Raymond Terrace,Domestic violence related assault ,Alcohol Related ,38,17,36,37,24
Raymond Terrace,Domestic violence related assault ,Not Alcohol Related ,94,108,99,98,67
Raymond Terrace,Non-domestic violence related assault ,Alcohol Related ,35,22,19,17,15
Raymond Terrace,Non-domestic violence related assault ,Not Alcohol Related ,60,66,71,68,72
Raymond Terrace,Offensive conduct ,Alcohol Related ,5,7,0,5,2
Raymond Terrace,Offensive conduct ,Not Alcohol Related ,11,6,10,8,8
Raymond Terrace,Offensive language ,Alcohol Related ,6,4,2,3,1
Raymond Terrace,Offensive language ,Not Alcohol Related ,7,4,5,6,5
Razorback,Domestic violence related assault ,Alcohol Related ,0,3,1,0,1
Razorback,Domestic violence related assault ,Not Alcohol Related ,0,1,3,1,3
Razorback,Non-domestic violence related assault ,Alcohol Related ,0,0,1,1,0
Razorback,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Razorback,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Razorback,Offensive conduct ,Not Alcohol Related ,0,0,1,0,0
Razorback,Offensive language ,Alcohol Related ,0,0,0,0,0
Razorback,Offensive language ,Not Alcohol Related ,0,0,0,0,1
Red Head,Domestic violence related assault ,Alcohol Related ,0,0,1,0,0
Red Head,Domestic violence related assault ,Not Alcohol Related ,3,0,0,0,0
Red Head,Non-domestic violence related assault ,Alcohol Related ,0,1,0,0,0
Red Head,Non-domestic violence related assault ,Not Alcohol Related ,0,1,0,0,1
Red Head,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Red Head,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Red Head,Offensive language ,Alcohol Related ,0,0,0,0,0
Red Head,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Red Range,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Red Range,Domestic violence related assault ,Not Alcohol Related ,0,1,2,0,0
Red Range,Non-domestic violence related assault ,Alcohol Related ,0,0,0,2,0
Red Range,Non-domestic violence related assault ,Not Alcohol Related ,0,1,1,0,0
Red Range,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Red Range,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Red Range,Offensive language ,Alcohol Related ,0,0,0,0,0
Red Range,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Red Rock,Domestic violence related assault ,Alcohol Related ,0,3,0,1,1
Red Rock,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,2
Red Rock,Non-domestic violence related assault ,Alcohol Related ,1,2,0,0,0
Red Rock,Non-domestic violence related assault ,Not Alcohol Related ,1,1,0,0,1
Red Rock,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Red Rock,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Red Rock,Offensive language ,Alcohol Related ,0,0,0,0,0
Red Rock,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Redbank,Domestic violence related assault ,Alcohol Related ,0,0,0,0,1
Redbank,Domestic violence related assault ,Not Alcohol Related ,0,0,1,0,0
Redbank,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Redbank,Non-domestic violence related assault ,Not Alcohol Related ,0,0,1,0,0
Redbank,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Redbank,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Redbank,Offensive language ,Alcohol Related ,0,0,0,0,0
Redbank,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Redbournberry,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Redbournberry,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,1
Redbournberry,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Redbournberry,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
